Vote;;;ALDE;;;;ECR;;;;EFDD;;;;ENF;;;;GUE/NGL;;;;NI;;;;PPE;;;;S&D;;;;Verts/ALE;;;
vote_year;vote_date;vote_name;ABST;CONTRE;POUR;Total;ABST;CONTRE;POUR;Total ECR;ABST;CONTRE;POUR;Total EFDD;ABST;CONTRE;POUR;Total ENF;ABST;CONTRE;POUR;Total GUE/NGL;ABST;CONTRE;POUR;Total NI;ABST;CONTRE;POUR;Total PPE;ABST;CONTRE;POUR;Total S&D;ABST;CONTRE;POUR;Total Verts/ALE
2014;22/10/2014;48. A8-0019/2014 Philippe De Backer RÇsolution 22/10/2014;;;55;55;4;58;2;64;;43;1;44;;;;;;47;;47;;44;1;45;1;1;192;194;4;4;171;179;1;43;4;48
2014;22/10/2014;5. Projet de budget gÇnÇral de l'Union europÇenne exercice 2015 Am 849 22/10/2014;2;53;3;58;1;64;1;66;;43;1;44;;;;;;;46;46;2;40;5;47;1;199;1;201;1;180;1;182;2;44;1;47
2014;22/10/2014;6. Projet de budget gÇnÇral de l'Union europÇenne exercice 2015 Am 758/2 22/10/2014;1;54;3;58;1;64;;65;8;26;10;44;;;;;;;47;47;7;16;24;47;;200;1;201;1;7;171;179;34;2;12;48
2014;22/10/2014;7. Projet de budget gÇnÇral de l'Union europÇenne exercice 2015 Bloc 3 22/10/2014;4;;54;58;5;37;24;66;;43;1;44;;;;;46;1;;47;1;14;32;47;;4;197;201;5;22;156;183;1;5;42;48
2014;22/10/2014;8. Projet de budget gÇnÇral de l'Union europÇenne exercice 2015 Am 232 22/10/2014;10;6;42;58;3;7;56;66;1;;43;44;;;;;4;;40;44;16;13;17;46;12;171;19;202;11;112;59;182;1;;47;48
2014;22/10/2014;9. Projet de budget gÇnÇral de l'Union europÇenne exercice 2015 Am 231 22/10/2014;4;14;40;58;2;17;44;63;4;;40;44;;;;;6;11;29;46;6;36;3;45;6;180;14;200;3;128;50;181;;;48;48
2014;23/10/2014;1. RC-B8-0164/2014 RÇsolution 23/10/2014;;;48;48;;1;60;61;20;;18;38;;;;;10;13;19;42;3;43;1;47;;;177;177;1;;162;163;;;44;44
2014;23/10/2014;2. RC-B8-0166/2014 Am 2 23/10/2014;;49;1;50;;58;2;60;5;15;18;38;;;;;4;1;38;43;11;7;29;47;;177;3;180;1;2;161;164;;;46;46
2014;23/10/2014;3. RC-B8-0161/2014 RÇsolution 23/10/2014;;;51;51;;1;61;62;19;1;18;38;;;;;5;36;1;42;28;6;13;47;;;183;183;1;;167;168;3;42;1;46
2014;23/10/2014;4. A8-0021/2014 Gabrielius Landsbergis RÇsolution lÇgislative 23/10/2014;;;51;51;2;1;58;61;16;20;1;37;;;;;32;9;1;42;1;45;1;47;1;2;177;180;4;;166;170;;1;42;43
2014;23/10/2014;5. A8-0011/2014 Petri Sarvamaa RÇsolution 23/10/2014;;;51;51;;60;2;62;;37;1;38;;;;;2;;39;41;2;40;4;46;;;183;183;1;;167;168;;;46;46
2014;23/10/2014;6. A8-0010/2014 Tam†s Deutsch RÇsolution 23/10/2014;;;49;49;;;63;63;1;;37;38;;;;;;;43;43;;5;41;46;;2;179;181;1;;167;168;;;44;44
2014;13/11/2014;1. A8-0024/2014 Ivan ?tefanec Vote unique 13/11/2014;5;;57;62;4;32;23;59;;26;18;44;;;;;2;1;39;42;1;10;34;45;;3;190;193;;;162;162;;;46;46
2014;13/11/2014;2. A8-0023/2014 Victor Negrescu Vote unique 13/11/2014;5;;57;62;3;35;24;62;;27;19;46;;;;;4;;39;43;1;8;36;45;2;5;187;194;;;165;165;;;46;46
2014;13/11/2014;3. A8-0022/2014 Petras Au?trevi?ius RÇsolution 13/11/2014;1;;62;63;2;7;53;62;18;25;3;46;;;;;18;24;1;43;2;40;3;45;2;;196;198;1;;167;168;2;;44;46
2014;13/11/2014;4. A8-0020/2014 Petras Au?trevi?ius Approbation 13/11/2014;1;;63;64;1;4;58;63;17;26;3;46;;;;;18;24;1;43;1;40;4;45;2;;196;198;2;;166;168;2;;44;46
2014;13/11/2014;5. RC-B8-0211/2014 Am 5S 13/11/2014;;63;1;64;2;55;5;62;27;;19;46;;;;;;43;;43;4;5;36;45;1;194;3;198;1;165;;166;;;46;46
2014;13/11/2014;6. RC-B8-0213/2014 Am 1 13/11/2014;;1;63;64;13;41;8;62;25;3;17;45;;;;;;;42;42;2;36;7;45;1;166;27;194;2;1;163;166;;;47;47
2014;25/11/2014;1. A8-0030/2014 Heidi Hautala approbation 25/11/2014;;;60;60;;1;62;63;;24;18;42;;;;;10;32;1;43;7;25;4;36;;;202;202;;;165;165;;;45;45
2014;25/11/2014;10. A8-0037/2014 Davor Ivo Stier ı 37/2 25/11/2014;;;62;62;62;;4;66;27;1;17;45;;;;;9;32;5;46;21;18;7;46;;2;206;208;2;3;177;182;;47;1;48
2014;25/11/2014;11. A8-0037/2014 Davor Ivo Stier ı 68/1 25/11/2014;;3;59;62;;;64;64;3;26;16;45;;;;;10;4;33;47;22;8;16;46;;;207;207;;;182;182;;;49;49
2014;25/11/2014;12. A8-0037/2014 Davor Ivo Stier ı 68/2 25/11/2014;8;20;34;62;3;61;1;65;28;2;15;45;;;;;;;46;46;2;6;38;46;1;199;6;206;;;180;180;;;49;49
2014;25/11/2014;13. A8-0037/2014 Davor Ivo Stier RÇsolution 25/11/2014;;;62;62;12;34;5;51;;27;16;43;;;;;3;;41;44;9;29;4;42;5;6;189;200;;;178;178;;;46;46
2014;25/11/2014;14. B8-0252/2014 ı 15/2 25/11/2014;1;5;58;64;;40;22;62;;25;18;43;;;;;;;43;43;26;5;14;45;;2;201;203;;;182;182;;;48;48
2014;25/11/2014;15. B8-0252/2014 ı 15/3 25/11/2014;1;41;17;59;3;39;23;65;;25;18;43;;;;;;3;44;47;27;8;11;46;;2;202;204;;;180;180;;;48;48
2014;25/11/2014;16. B8-0252/2014 ı 15/4 25/11/2014;1;5;56;62;;43;22;65;1;25;18;44;;;;;;46;1;47;5;31;10;46;;1;201;202;;;181;181;;;47;47
2014;25/11/2014;17. B8-0252/2014 ı 32 25/11/2014;;;64;64;;;66;66;26;;18;44;;;;;35;1;10;46;5;;41;46;;;203;203;5;;174;179;1;9;39;49
2014;25/11/2014;18. B8-0252/2014 Am 1 25/11/2014;2;47;15;64;1;59;5;65;;27;17;44;;;;;12;5;28;45;5;13;28;46;4;190;8;202;138;4;36;178;;;49;49
2014;25/11/2014;19. B8-0252/2014 ı 45/2 25/11/2014;3;;61;64;18;;47;65;;41;3;44;;;;;;47;;47;;38;9;47;;3;200;203;4;35;143;182;;49;;49
2014;25/11/2014;2. A8-0034/2014 Pavel Svoboda approbation 25/11/2014;;;61;61;;1;65;66;1;24;18;43;;;;;5;;39;44;4;27;12;43;;;205;205;;;171;171;;;48;48
2014;25/11/2014;20. B8-0252/2014 ı 46/1 25/11/2014;5;8;51;64;1;44;20;65;;26;18;44;;;;;2;5;40;47;5;35;7;47;;7;196;203;24;3;154;181;;;49;49
2014;25/11/2014;3. A8-0043/2014 Petri Sarvamaa Vote unique 25/11/2014;6;;54;60;3;39;24;66;;27;16;43;;;;;1;;44;45;;10;33;43;1;1;203;205;;;175;175;;;48;48
2014;25/11/2014;4. A8-0044/2014 Anneli JÑÑtteenmÑki Vote unique 25/11/2014;6;;56;62;4;43;19;66;;27;16;43;;;;;;1;45;46;;8;36;44;2;1;202;205;;;174;174;4;;45;49
2014;25/11/2014;5. B8-0265/2014 RÇsolution 25/11/2014;4;2;56;62;6;59;1;66;26;;19;45;;;;;;;46;46;1;6;39;46;8;198;2;208;2;6;172;180;;;48;48
2014;25/11/2014;6. A8-0037/2014 Davor Ivo Stier ı 22/1 25/11/2014;2;54;5;61;3;57;6;66;3;27;15;45;;;;;;;47;47;3;8;35;46;1;202;3;206;;;184;184;;;49;49
2014;25/11/2014;7. A8-0037/2014 Davor Ivo Stier ı 22/2 25/11/2014;1;55;5;61;3;55;6;64;1;27;17;45;;;;;;;47;47;1;10;33;44;2;202;3;207;;;183;183;;;49;49
2014;25/11/2014;8. A8-0037/2014 Davor Ivo Stier ı 22/3 25/11/2014;2;54;4;60;2;56;8;66;1;27;17;45;;;;;;;46;46;9;2;35;46;1;203;3;207;;;181;181;;;49;49
2014;25/11/2014;9. A8-0037/2014 Davor Ivo Stier ı 22/4 25/11/2014;;;62;62;;58;8;66;26;2;17;45;;;;;;;47;47;2;10;34;46;1;200;6;207;;;184;184;;;49;49
2014;26/11/2014;1. A8-0027/2014 Roberto Gualtieri Vote unique 26/11/2014;;;66;66;20;5;36;61;;43;2;45;;;;;;39;3;42;29;11;5;45;;;206;206;;;176;176;;;47;47
2014;26/11/2014;2. A8-0028/2014 Kay Swinburne RÇsolution lÇgislative 26/11/2014;;;64;64;27;10;28;65;;43;2;45;;;;;2;44;;46;25;19;2;46;;;209;209;169;2;10;181;;;46;46
2014;27/11/2014;1. B8-0249/2014 RÇsolution 27/11/2014;;58;;58;42;3;16;61;;;40;40;;;;;32;1;6;39;;1;38;39;1;199;;200;3;166;1;170;10;33;;43
2014;27/11/2014;10. RC-B8-0311/2014 Am 11 27/11/2014;;57;;57;;57;5;62;23;;18;41;;;;;1;;42;43;4;22;13;39;2;195;2;199;;;168;168;;;45;45
2014;27/11/2014;11. RC-B8-0311/2014 Am 15 27/11/2014;;59;;59;1;61;;62;25;1;16;42;;;;;5;36;3;44;3;36;2;41;;202;;202;164;1;5;170;;;45;45
2014;27/11/2014;12. RC-B8-0311/2014 ı 17/2 27/11/2014;;1;58;59;4;;57;61;;41;1;42;;;;;2;1;41;44;3;13;25;41;;4;197;201;5;3;161;169;;43;2;45
2014;27/11/2014;13. RC-B8-0311/2014 Am 1 27/11/2014;;56;3;59;;;61;61;25;16;1;42;;;;;;42;2;44;2;4;35;41;;2;192;194;2;165;2;169;;44;1;45
2014;27/11/2014;14. RC-B8-0311/2014 Am 16 27/11/2014;;59;;59;;61;1;62;24;1;17;42;;;;;;;44;44;4;31;6;41;;200;2;202;164;;6;170;;;45;45
2014;27/11/2014;15. RC-B8-0311/2014 ı 20 27/11/2014;;1;57;58;;1;61;62;;42;;42;;;;;2;40;2;44;6;7;28;41;;1;200;201;4;4;159;167;;45;;45
2014;27/11/2014;16. RC-B8-0311/2014 Am 8 27/11/2014;;56;3;59;;54;7;61;1;25;16;42;;;;;3;;40;43;2;9;30;41;2;198;3;203;;;166;166;;;44;44
2014;27/11/2014;17. RC-B8-0311/2014 RÇsolution 27/11/2014;;;59;59;;;62;62;9;32;1;42;;;;;11;;32;43;8;6;27;41;1;;200;201;3;;167;170;;45;;45
2014;27/11/2014;18. B8-0285/2014 Am 2 27/11/2014;3;50;5;58;4;51;7;62;21;4;16;41;;;;;;;43;43;3;6;32;41;;200;1;201;3;132;34;169;;;45;45
2014;27/11/2014;19. B8-0285/2014 Am 3 27/11/2014;;52;6;58;4;57;1;62;20;3;17;40;;;;;;;43;43;2;6;33;41;;203;;203;5;127;35;167;1;;44;45
2014;27/11/2014;2. RC-B8-0295/2014 ı 6/2 27/11/2014;;;56;56;;;61;61;;17;25;42;;;;;;43;;43;7;30;4;41;1;;201;202;;1;171;172;;42;3;45
2014;27/11/2014;20. B8-0285/2014 ı 10/1 27/11/2014;3;2;53;58;1;29;32;62;21;2;19;42;;;;;2;;42;44;3;30;8;41;3;11;187;201;;1;169;170;;;45;45
2014;27/11/2014;21. B8-0285/2014 Am 10 27/11/2014;;2;57;59;3;40;19;62;23;2;17;42;;;;;2;;41;43;3;5;33;41;;202;1;203;;;169;169;;;45;45
2014;27/11/2014;22. B8-0285/2014 Am 5 27/11/2014;3;;55;58;11;27;22;60;18;5;18;41;;;;;2;;42;44;12;6;22;40;2;194;7;203;;;171;171;;;45;45
2014;27/11/2014;23. B8-0285/2014 Am 11 27/11/2014;6;3;49;58;4;55;1;60;;25;17;42;;;;;3;;41;44;1;39;1;41;1;196;3;200;119;4;44;167;;;43;43
2014;27/11/2014;24. B8-0285/2014 ı 21/2 27/11/2014;2;;56;58;20;35;6;61;2;21;17;40;;;;;;;44;44;5;32;4;41;;5;198;203;;;170;170;;;45;45
2014;27/11/2014;25. B8-0285/2014 ı 22/2 27/11/2014;;;57;57;7;33;22;62;23;;18;41;;;;;;2;42;44;2;23;16;41;;1;198;199;;;166;166;;;44;44
2014;27/11/2014;26. B8-0285/2014 ConsidÇrant F/2 27/11/2014;;;59;59;4;31;26;61;21;2;18;41;;;;;;;44;44;3;34;4;41;4;24;175;203;1;1;167;169;;;45;45
2014;27/11/2014;27. B8-0285/2014 Am 7 27/11/2014;2;3;54;59;4;55;3;62;2;24;15;41;;;;;2;;41;43;4;35;1;40;2;197;3;202;3;2;165;170;;;45;45
2014;27/11/2014;28. RC-B8-0286/2014 Am 8 27/11/2014;;;59;59;1;;61;62;22;1;18;41;;;;;44;;;44;;30;11;41;1;1;200;202;1;166;2;169;;45;;45
2014;27/11/2014;29. RC-B8-0286/2014 Am 10 27/11/2014;;;58;58;;;62;62;39;;2;41;;;;;44;;;44;1;7;32;40;1;1;199;201;1;166;1;168;;45;;45
2014;27/11/2014;3. RC-B8-0295/2014 ı 6/5 27/11/2014;2;;56;58;;;62;62;21;17;4;42;;;;;;43;;43;7;8;27;42;;1;200;201;4;1;167;172;5;37;3;45
2014;27/11/2014;30. RC-B8-0286/2014 Am 12 27/11/2014;;3;54;57;;;60;60;;38;2;40;;;;;;44;;44;;26;14;40;3;190;7;200;;170;;170;;45;;45
2014;27/11/2014;31. RC-B8-0286/2014 Am 85 27/11/2014;;1;58;59;;58;4;62;21;18;1;40;;;;;;;44;44;23;14;4;41;;190;11;201;;;169;169;;45;;45
2014;27/11/2014;32. RC-B8-0286/2014 Am 59 27/11/2014;;1;58;59;3;59;;62;1;22;17;40;;;;;1;43;;44;5;29;7;41;1;197;4;202;3;162;3;168;;45;;45
2014;27/11/2014;33. RC-B8-0286/2014 Am 60 27/11/2014;3;1;51;55;4;57;;61;;36;3;39;;;;;41;3;;44;19;5;17;41;;166;32;198;1;165;;166;;;44;44
2014;27/11/2014;34. RC-B8-0286/2014 Am 61 27/11/2014;3;1;55;59;;58;4;62;;21;19;40;;;;;1;;43;44;19;7;14;40;;192;8;200;1;165;2;168;45;;;45
2014;27/11/2014;35. RC-B8-0286/2014 Am 62 27/11/2014;3;;53;56;;59;3;62;16;20;3;39;;;;;43;1;;44;;5;35;40;1;7;190;198;;3;165;168;;;45;45
2014;27/11/2014;36. RC-B8-0286/2014 Am 65 27/11/2014;;1;58;59;1;53;8;62;14;7;18;39;;;;;;;44;44;;2;39;41;;184;16;200;4;154;9;167;;;45;45
2014;27/11/2014;37. RC-B8-0286/2014 Am 17 27/11/2014;;59;;59;4;1;57;62;20;17;2;39;;;;;;44;;44;23;4;14;41;3;194;2;199;;167;1;168;;44;;44
2014;27/11/2014;38. RC-B8-0286/2014 Am 81 27/11/2014;;2;57;59;;54;7;61;17;3;19;39;;;;;5;;38;43;2;;39;41;1;184;12;197;153;;13;166;;;45;45
2014;27/11/2014;39. RC-B8-0286/2014 Am 82 27/11/2014;1;;57;58;;59;3;62;;21;18;39;;;;;5;;37;42;1;6;33;40;1;182;16;199;151;1;15;167;;;45;45
2014;27/11/2014;4. RC-B8-0295/2014 Am 6 27/11/2014;;50;6;56;1;60;;61;;24;18;42;;;;;;;44;44;6;34;2;42;;179;22;201;2;;166;168;;;44;44
2014;27/11/2014;40. RC-B8-0286/2014 ı 10/2 27/11/2014;;53;5;58;;60;1;61;1;37;1;39;;;;;;2;41;43;6;7;27;40;15;14;172;201;1;;166;167;;;45;45
2014;27/11/2014;41. RC-B8-0286/2014 Am 16 27/11/2014;;59;;59;;5;57;62;;38;1;39;;;;;;43;;43;;37;4;41;;9;190;199;;168;;168;;44;;44
2014;27/11/2014;42. RC-B8-0286/2014 Am 84 27/11/2014;;;59;59;7;55;;62;17;20;2;39;;;;;3;38;2;43;3;32;6;41;1;12;183;196;1;147;19;167;1;43;;44
2014;27/11/2014;43. RC-B8-0286/2014 Am 19 27/11/2014;;;59;59;;;60;60;21;;18;39;;;;;1;;42;43;6;;35;41;1;;194;195;1;6;155;162;;;44;44
2014;27/11/2014;44. RC-B8-0286/2014 Am 32 27/11/2014;;54;5;59;3;56;;59;1;21;17;39;;;;;2;28;13;43;1;36;3;40;4;192;;196;146;17;3;166;;;43;43
2014;27/11/2014;45. RC-B8-0286/2014 Am 22 27/11/2014;3;;56;59;;;59;59;1;;38;39;;;;;;1;42;43;;3;38;41;1;1;190;192;3;134;23;160;6;38;;44
2014;27/11/2014;46. RC-B8-0286/2014 RÇsolution 27/11/2014;2;51;4;57;8;2;45;55;1;36;2;39;;;;;30;10;2;42;6;31;4;41;6;1;177;184;3;2;150;155;;41;;41
2014;27/11/2014;47. B8-0253/2014 Am 3 27/11/2014;;58;;58;;53;1;54;20;;18;38;;;;;;;42;42;20;10;10;40;2;170;1;173;3;23;123;149;;;40;40
2014;27/11/2014;48. B8-0253/2014 Am 4 27/11/2014;1;44;10;55;3;53;1;57;20;1;18;39;;;;;;;42;42;1;25;13;39;1;171;3;175;;;150;150;;;42;42
2014;27/11/2014;49. B8-0253/2014 RÇsolution 27/11/2014;;;52;52;;;49;49;21;;18;39;;;;;;;41;41;20;7;13;40;;;158;158;1;;129;130;;;40;40
2014;27/11/2014;5. RC-B8-0295/2014 Am 3 27/11/2014;;57;1;58;2;60;;62;3;;39;42;;;;;7;;37;44;6;4;32;42;;200;;200;;;169;169;;;45;45
2014;27/11/2014;6. RC-B8-0295/2014 ConsidÇrant H 27/11/2014;;;59;59;2;;60;62;;17;25;42;;;;;9;5;30;44;8;6;28;42;1;2;199;202;;;172;172;2;43;;45
2014;27/11/2014;7. B8-0246/2014 RÇsolution 27/11/2014;;;59;59;3;2;57;62;;41;1;42;;;;;42;1;1;44;6;28;8;42;;;202;202;;;172;172;;;45;45
2014;27/11/2014;8. RC-B8-0278/2014 RÇsolution 27/11/2014;;;58;58;;;62;62;1;24;17;42;;;;;4;;40;44;22;7;12;41;;;203;203;;;172;172;;;44;44
2014;27/11/2014;9. RC-B8-0311/2014 Am 10 27/11/2014;;56;3;59;;57;5;62;2;23;17;42;;;;;;;43;43;4;28;9;41;;199;3;202;;;170;170;;;44;44
2014;16/12/2014;1. A8-0059/2014 Giovanni La Via Vote unique 16/12/2014;;;66;66;2;;63;65;1;26;16;43;;;;;;;47;47;3;27;19;49;;;201;201;;;180;180;;;48;48
2014;16/12/2014;10. A8-0065/2014 Marco Zanni Vote unique 16/12/2014;6;1;59;66;23;36;6;65;;27;16;43;;;;;4;5;39;48;;13;37;50;3;6;190;199;3;;177;180;48;;1;49
2014;16/12/2014;2. A8-0036/2014 Pilar Ayuso Approbation 16/12/2014;;;66;66;;;65;65;;26;17;43;;;;;;;48;48;1;34;15;50;;;201;201;;;180;180;;;49;49
2014;16/12/2014;3. A8-0045/2014 Jerzy Buzek Approbation 16/12/2014;;;66;66;1;1;63;65;1;26;16;43;;;;;1;42;5;48;4;9;37;50;;;203;203;2;;178;180;1;1;47;49
2014;16/12/2014;4. A8-0039/2014 Jerzy Buzek Approbation 16/12/2014;1;;65;66;2;2;61;65;1;26;16;43;;;;;;45;3;48;7;39;3;49;1;;202;203;;;180;180;;;49;49
2014;16/12/2014;5. A8-0026/2014 Alexander Graf Lambsdorff Approbation 16/12/2014;;;66;66;1;1;63;65;24;3;16;43;;;;;13;1;34;48;13;26;11;50;;;203;203;;;180;180;;;49;49
2014;16/12/2014;6. A8-0054/2014 Iskra Mihaylova Vote unique 16/12/2014;;;66;66;;65;;65;1;26;16;43;;;;;;;48;48;7;8;35;50;2;;201;203;;;179;179;;;49;49
2014;16/12/2014;7. A8-0064/2014 Daniele Viotti Vote unique 16/12/2014;6;;60;66;2;37;26;65;;28;15;43;;;;;3;2;43;48;;11;39;50;4;4;193;201;;;179;179;;;49;49
2014;16/12/2014;8. A8-0062/2014 Jan Olbrycht Vote unique 16/12/2014;6;;60;66;1;38;26;65;;28;15;43;;;;;5;2;41;48;;11;39;50;5;2;194;201;;;179;179;;;49;49
2014;16/12/2014;9. A8-0063/2014 Monika Vana Vote unique 16/12/2014;6;;60;66;2;37;26;65;;28;15;43;;;;;2;;46;48;;8;42;50;3;4;194;201;;;180;180;;;47;47
2014;17/12/2014;1. A8-0053/2014 Sorin Mois? Vote unique 17/12/2014;1;;64;65;2;2;46;50;14;16;3;33;;;;;1;8;26;35;3;41;3;47;1;;190;191;;;170;170;1;;49;50
2014;17/12/2014;10. A8-0072/2014 GÇrard Deprez Vote unique 17/12/2014;1;;65;66;4;1;60;65;5;22;16;43;;;;;1;;46;47;2;13;34;49;;;205;205;;;180;180;;;50;50
2014;17/12/2014;11. A8-0079/2014 GÇrard Deprez Vote unique 17/12/2014;1;;63;64;;;65;65;23;4;16;43;;;;;12;1;34;47;7;34;10;51;;;203;203;;;180;180;;;49;49
2014;17/12/2014;12. A8-0066/2014 GÇrard Deprez et Janusz Lewandowski Vote unique 17/12/2014;;;66;66;20;;45;65;1;25;17;43;;;;;41;5;1;47;4;43;4;51;;;204;204;;;179;179;;;50;50
2014;17/12/2014;13. A8-0077/2014 Siegfried Mure?an Vote unique 17/12/2014;1;;66;67;4;;61;65;1;24;17;42;;;;;;;47;47;;8;43;51;;;205;205;;;180;180;;;50;50
2014;17/12/2014;14. A8-0071/2014 Eider Gardiazabal Rubial Vote unique 17/12/2014;;;67;67;17;42;6;65;;27;16;43;;;;;;;47;47;;36;15;51;;;206;206;;;180;180;;;50;50
2014;17/12/2014;15. Nouveau projet de budget gÇnÇral de l'Union europÇene exercice 2015 Am 2 17/12/2014;;68;;68;;63;2;65;16;27;;43;;;;;1;1;45;47;3;35;13;51;;202;2;204;;179;;179;2;48;;50
2014;17/12/2014;16. Nouveau projet de budget gÇnÇral de l'Union europÇene exercice 2015 Am 4 17/12/2014;;68;;68;;64;1;65;16;28;;44;;;;;2;3;42;47;2;37;12;51;;204;1;205;;178;;178;1;45;1;47
2014;17/12/2014;17. Nouveau projet de budget gÇnÇral de l'Union europÇene exercice 2015 Am 5 17/12/2014;1;67;;68;;64;1;65;16;28;;44;;;;;2;1;43;46;;41;10;51;;205;1;206;;180;;180;5;45;;50
2014;17/12/2014;18. Nouveau projet de budget gÇnÇral de l'Union europÇene exercice 2015 Am 6 17/12/2014;;68;;68;;63;2;65;16;28;;44;;;;;;6;41;47;2;39;10;51;;204;;204;1;178;;179;4;46;;50
2014;17/12/2014;19. Nouveau projet de budget gÇnÇral de l'Union europÇene exercice 2015 Am 16 17/12/2014;;67;1;68;;65;1;66;15;28;;43;;;;;5;;42;47;;46;5;51;;205;1;206;;180;1;181;3;46;;49
2014;17/12/2014;2. A8-0056/2014 Helmut Scholz Vote unique 17/12/2014;;;65;65;;2;56;58;35;;1;36;;;;;13;1;25;39;5;36;5;46;;;194;194;;;176;176;49;;1;50
2014;17/12/2014;20. Nouveau projet de budget gÇnÇral de l'Union europÇene exercice 2015 Am 14 17/12/2014;1;66;;67;4;61;;65;16;28;;44;;;;;1;1;45;47;;46;5;51;;206;1;207;1;173;5;179;1;;49;50
2014;17/12/2014;21. A8-0067/2014 Eider Gardiazabal Rubial et Monika Hohlmeier Am 21 17/12/2014;;66;1;67;4;61;;65;17;27;;44;;;;;1;;46;47;3;43;5;51;3;201;2;206;34;132;14;180;1;1;48;50
2014;17/12/2014;22. A8-0067/2014 Eider Gardiazabal Rubial et Monika Hohlmeier Am 23S 17/12/2014;2;66;;68;46;16;4;66;42;1;1;44;;;;;7;4;35;46;3;7;41;51;;206;;206;9;169;;178;4;46;;50
2014;17/12/2014;23. A8-0067/2014 Eider Gardiazabal Rubial et Monika Hohlmeier Am 29 17/12/2014;2;58;8;68;;22;44;66;1;;42;43;;;;;6;7;33;46;1;4;46;51;1;193;11;205;2;134;43;179;;;49;49
2014;17/12/2014;24. A8-0067/2014 Eider Gardiazabal Rubial et Monika Hohlmeier Am 31 17/12/2014;6;25;36;67;1;21;42;64;;;44;44;;;;;6;4;34;44;27;2;21;50;2;189;11;202;1;128;49;178;23;;27;50
2014;17/12/2014;25. A8-0067/2014 Eider Gardiazabal Rubial et Monika Hohlmeier Am 32 17/12/2014;1;66;1;68;2;1;63;66;;;44;44;;;;;;20;24;44;;2;49;51;;205;1;206;3;153;23;179;4;36;10;50
2014;17/12/2014;26. A8-0067/2014 Eider Gardiazabal Rubial et Monika Hohlmeier Am 33 17/12/2014;1;66;1;68;;21;44;65;16;;28;44;;;;;6;20;20;46;4;4;42;50;1;204;1;206;2;177;1;180;1;46;2;49
2014;17/12/2014;27. B8-0325/2014 Am 4 17/12/2014;1;66;1;68;;60;6;66;;1;43;44;;;;;6;;40;46;4;13;34;51;;205;1;206;1;176;1;178;;;50;50
2014;17/12/2014;28. B8-0325/2014 Am 5 17/12/2014;;67;1;68;;62;3;65;;1;43;44;;;;;7;;39;46;8;11;31;50;;206;;206;;176;1;177;;;50;50
2014;17/12/2014;29. B8-0325/2014 Am 6 17/12/2014;1;67;;68;;59;6;65;;1;43;44;;;;;3;1;42;46;6;7;38;51;1;203;1;205;2;174;4;180;;;49;49
2014;17/12/2014;3. A8-0068/2014 GÇrard Deprez RÇsolution 17/12/2014;1;;63;64;2;39;20;61;;22;14;36;;;;;31;1;9;41;2;42;4;48;5;;187;192;2;16;157;175;;;50;50
2014;17/12/2014;30. B8-0326/2014 RÇsolution 17/12/2014;3;20;45;68;36;26;3;65;;28;16;44;;;;;1;;46;47;4;35;11;50;1;197;9;207;2;19;159;180;1;;48;49
2014;17/12/2014;31. B8-0319/2014 RÇsolution 17/12/2014;1;60;7;68;4;7;54;65;;1;43;44;;;;;7;38;2;47;7;30;12;49;4;195;7;206;6;171;4;181;48;;2;50
2014;17/12/2014;32. B8-0358/2014 RÇsolution 17/12/2014;;68;;68;;61;2;63;;1;43;44;;;;;;;47;47;2;5;44;51;1;204;;205;4;173;3;180;;;50;50
2014;17/12/2014;33. B8-0277/2014 RÇsolution 17/12/2014;24;5;39;68;21;36;7;64;7;20;17;44;;;;;5;;42;47;30;10;9;49;14;16;164;194;8;1;172;181;2;;48;50
2014;17/12/2014;34. B8-0352/2014 Am 37 17/12/2014;2;63;2;67;;46;20;66;25;1;17;43;;;;;3;2;41;46;2;45;2;49;;201;1;202;1;;178;179;;;50;50
2014;17/12/2014;35. B8-0352/2014 Am 38/1 17/12/2014;1;67;;68;3;43;20;66;25;1;17;43;;;;;4;;42;46;34;15;;49;;200;1;201;4;167;9;180;;;50;50
2014;17/12/2014;36. B8-0352/2014 Am 38/2 17/12/2014;;67;;67;;64;1;65;2;24;17;43;;;;;7;35;5;47;9;40;1;50;;199;;199;1;171;8;180;1;49;;50
2014;17/12/2014;37. B8-0352/2014 Am 40 17/12/2014;;67;1;68;3;61;1;65;25;1;17;43;;;;;4;2;40;46;9;38;3;50;;193;8;201;20;145;12;177;;;50;50
2014;17/12/2014;38. B8-0352/2014 Am 5 17/12/2014;2;52;14;68;;45;21;66;;27;16;43;;;;;3;33;11;47;6;16;27;49;11;73;113;197;5;;174;179;;;50;50
2014;17/12/2014;39. B8-0352/2014 Am 6 17/12/2014;3;61;4;68;;62;2;64;;26;16;42;;;;;10;;37;47;31;16;3;50;;4;197;201;6;;173;179;;;49;49
2014;17/12/2014;4. A8-0069/2014 GÇrard Deprez RÇsolution 17/12/2014;1;3;60;64;1;38;23;62;1;21;14;36;;;;;36;1;4;41;2;42;4;48;5;;192;197;1;17;159;177;;;50;50
2014;17/12/2014;40. B8-0352/2014 Am 18 17/12/2014;;62;4;66;;64;1;65;;26;16;42;;;;;1;;46;47;30;11;8;49;;2;198;200;23;146;6;175;;;50;50
